LineKey,PrimaryKey,TRANSECT,GapStart,GapEnd,Gap,LineLengthAmount,GapMin,Measure,RecType
214G,214G,28,1103,1114,11,90,10,1,C
214G,214G,28,1162,1172,10,90,10,1,C
214G,214G,28,1213,1264,51,90,10,1,C
214G,214G,28,1282,1368,86,90,10,1,C
214G,214G,28,1391,1415,24,90,10,1,C
214G,214G,28,1445,1477,32,90,10,1,C
214G,214G,28,1486,1527,41,90,10,1,C
214G,214G,28,1532,1551,19,90,10,1,C
214G,214G,28,1560,1580,20,90,10,1,C
214G,214G,28,1593,1621,28,90,10,1,C
214G,214G,28,1626,1657,31,90,10,1,C
214G,214G,28,1720,1740,20,90,10,1,C
214G,214G,28,1751,1778,27,90,10,1,C
214G,214G,28,1784,1798,14,90,10,1,C
214G,214G,28,1808,1820,12,90,10,1,C
214G,214G,28,1895,1945,50,90,10,1,C
214G,214G,28,1956,1992,36,90,10,1,C
214G,214G,28,2012,2030,18,90,10,1,C
214G,214G,28,2043,2068,25,90,10,1,C
214G,214G,28,2073,2087,14,90,10,1,C
214G,214G,28,2100,2126,26,90,10,1,C
214G,214G,28,2158,2192,34,90,10,1,C
214G,214G,28,2225,2260,35,90,10,1,C
214G,214G,28,2298,2317,19,90,10,1,C
214G,214G,28,2413,2452,39,90,10,1,C
214G,214G,28,2496,2507,11,90,10,1,C
214G,214G,28,2536,2552,16,90,10,1,C
214G,214G,28,2559,2638,79,90,10,1,C
214G,214G,28,2673,2719,46,90,10,1,C
214G,214G,28,2751,2809,58,90,10,1,C
214G,214G,28,2836,2864,28,90,10,1,C
214G,214G,28,2898,2945,47,90,10,1,C
215A,215A,2,0,11,11,90,10,1,C
215A,215A,2,18,44,26,90,10,1,C
215A,215A,2,53,68,15,90,10,1,C
215A,215A,2,258,279,21,90,10,1,C
215A,215A,2,401,414,13,90,10,1,C
215A,215A,2,511,549,38,90,10,1,C
215A,215A,2,639,683,44,90,10,1,C
215A,215A,2,700,716,16,90,10,1,C
215A,215A,2,721,739,18,90,10,1,C
215A,215A,2,746,771,25,90,10,1,C
215A,215A,2,811,891,80,90,10,1,C
215A,215A,2,896,910,14,90,10,1,C
215A,215A,2,916,953,37,90,10,1,C
215A,215A,2,970,1026,56,90,10,1,C
215A,215A,2,1057,1074,17,90,10,1,C
215A,215A,2,1160,1191,31,90,10,1,C
215A,215A,2,1275,1299,24,90,10,1,C
215A,215A,2,1305,1323,18,90,10,1,C
215A,215A,2,1331,1389,58,90,10,1,C
215A,215A,2,1685,1711,26,90,10,1,C
215A,215A,2,1770,1796,26,90,10,1,C
215A,215A,2,1807,1819,12,90,10,1,C
215A,215A,2,1827,1855,28,90,10,1,C
215A,215A,2,1861,1893,32,90,10,1,C
215A,215A,2,1910,1926,16,90,10,1,C
215A,215A,2,1956,1971,15,90,10,1,C
215A,215A,2,2055,2072,17,90,10,1,C
215A,215A,2,2079,2091,12,90,10,1,C
215A,215A,2,2128,2140,12,90,10,1,C
215A,215A,2,2146,2170,24,90,10,1,C
215A,215A,2,2267,2285,18,90,10,1,C
215A,215A,2,2307,2333,26,90,10,1,C
215A,215A,2,2339,2364,25,90,10,1,C
215A,215A,2,2441,2463,22,90,10,1,C
215A,215A,2,2542,2556,14,90,10,1,C
215A,215A,2,2595,2640,45,90,10,1,C
215A,215A,2,2645,2664,19,90,10,1,C
215A,215A,2,2683,2707,24,90,10,1,C
215A,215A,2,2742,2758,16,90,10,1,C
215A,215A,2,2830,2841,11,90,10,1,C
215A,215A,2,2847,2861,14,90,10,1,C
215A,215A,2,2866,2876,10,90,10,1,C
215A,215A,2,2892,3000,108,90,10,1,C
215A,215A,15,15,43,28,90,10,1,C
215A,215A,15,49,67,18,90,10,1,C
215A,215A,15,78,90,12,90,10,1,C
215A,215A,15,125,142,17,90,10,1,C
215A,215A,15,188,213,25,90,10,1,C
215A,215A,15,218,237,19,90,10,1,C
215A,215A,15,247,320,73,90,10,1,C
215A,215A,15,338,355,17,90,10,1,C
215A,215A,15,546,584,38,90,10,1,C
215A,215A,15,592,610,18,90,10,1,C
215A,215A,15,679,715,36,90,10,1,C
215A,215A,15,723,740,17,90,10,1,C
215A,215A,15,745,755,10,90,10,1,C
215A,215A,15,785,809,24,90,10,1,C
215A,215A,15,814,828,14,90,10,1,C
215A,215A,15,845,867,22,90,10,1,C
215A,215A,15,872,910,38,90,10,1,C
215A,215A,15,924,937,13,90,10,1,C
215A,215A,15,1013,1030,17,90,10,1,C
215A,215A,15,1089,1105,16,90,10,1,C
215A,215A,15,1215,1236,21,90,10,1,C
215A,215A,15,1260,1310,50,90,10,1,C
215A,215A,15,1327,1354,27,90,10,1,C
215A,215A,15,1377,1450,73,90,10,1,C
215A,215A,15,1498,1584,86,90,10,1,C
215A,215A,15,2119,2159,40,90,10,1,C
215A,215A,15,2211,2237,26,90,10,1,C
215A,215A,15,2251,2292,41,90,10,1,C
215A,215A,15,2334,2356,22,90,10,1,C
215A,215A,15,2385,2415,30,90,10,1,C
215A,215A,15,2440,2493,53,90,10,1,C
215A,215A,15,2587,2619,32,90,10,1,C
215A,215A,15,2624,2646,22,90,10,1,C
215A,215A,15,2723,2749,26,90,10,1,C
215A,215A,15,2756,2772,16,90,10,1,C
215A,215A,15,2793,2853,60,90,10,1,C
215A,215A,15,2874,2894,20,90,10,1,C
215A,215A,15,2900,2954,54,90,10,1,C
215A,215A,15,2970,3000,30,90,10,1,C
215A,215A,28,0,81,81,90,10,1,C
215A,215A,28,139,153,14,90,10,1,C
215A,215A,28,233,246,13,90,10,1,C
215A,215A,28,298,351,53,90,10,1,C
215A,215A,28,430,457,27,90,10,1,C
215A,215A,28,496,506,10,90,10,1,C
215A,215A,28,707,733,26,90,10,1,C
215A,215A,28,804,829,25,90,10,1,C
215A,215A,28,835,987,152,90,10,1,C
215A,215A,28,1015,1044,29,90,10,1,C
215A,215A,28,1209,1243,34,90,10,1,C
215A,215A,28,1325,1348,23,90,10,1,C
215A,215A,28,1427,1465,38,90,10,1,C
215A,215A,28,1500,1583,83,90,10,1,C
215A,215A,28,1599,1629,30,90,10,1,C
215A,215A,28,1679,1704,25,90,10,1,C
215A,215A,28,1755,1795,40,90,10,1,C
215A,215A,28,1815,1828,13,90,10,1,C
215A,215A,28,1910,1929,19,90,10,1,C
215A,215A,28,1961,1991,30,90,10,1,C
215A,215A,28,2056,2140,84,90,10,1,C
215A,215A,28,2162,2188,26,90,10,1,C
215A,215A,28,2196,2239,43,90,10,1,C
215A,215A,28,2259,2272,13,90,10,1,C
215A,215A,28,2305,2317,12,90,10,1,C
215A,215A,28,2338,2349,11,90,10,1,C
215A,215A,28,2371,2407,36,90,10,1,C
215A,215A,28,2437,2454,17,90,10,1,C
215A,215A,28,2515,2599,84,90,10,1,C
215A,215A,28,2609,2640,31,90,10,1,C
215A,215A,28,2716,2734,18,90,10,1,C
215A,215A,28,2776,2801,25,90,10,1,C
215A,215A,28,2806,2835,29,90,10,1,C
215A,215A,28,2844,2856,12,90,10,1,C
215A,215A,28,2868,2905,37,90,10,1,C
215A,215A,28,2910,2965,55,90,10,1,C
215A,215A,28,2974,2996,22,90,10,1,C
215G,215G,2,36,196,160,90,10,1,C
215G,215G,2,226,253,27,90,10,1,C
215G,215G,2,260,285,25,90,10,1,C
215G,215G,2,302,331,29,90,10,1,C
215G,215G,2,440,474,34,90,10,1,C
215G,215G,2,479,667,188,90,10,1,C
215G,215G,2,685,721,36,90,10,1,C
215G,215G,2,726,840,114,90,10,1,C
215G,215G,2,874,909,35,90,10,1,C
215G,215G,2,920,933,13,90,10,1,C
215G,215G,2,938,1082,144,90,10,1,C
215G,215G,2,1090,1129,39,90,10,1,C
215G,215G,2,1145,1364,219,90,10,1,C
215G,215G,2,1459,1476,17,90,10,1,C
215G,215G,2,1485,1598,113,90,10,1,C
215G,215G,2,1615,1666,51,90,10,1,C
215G,215G,2,1675,1706,31,90,10,1,C
215G,215G,2,1713,1757,44,90,10,1,C
215G,215G,2,1762,1797,35,90,10,1,C
215G,215G,2,1815,1838,23,90,10,1,C
215G,215G,2,1843,2028,185,90,10,1,C
215G,215G,2,2063,2120,57,90,10,1,C
215G,215G,2,2129,2225,96,90,10,1,C
215G,215G,2,2258,2312,54,90,10,1,C
215G,215G,2,2322,2361,39,90,10,1,C
215G,215G,2,2372,2386,14,90,10,1,C
215G,215G,2,2403,2425,22,90,10,1,C
215G,215G,2,2441,2546,105,90,10,1,C
215G,215G,2,2571,2600,29,90,10,1,C
215G,215G,2,2648,2658,10,90,10,1,C
215G,215G,2,2668,2688,20,90,10,1,C
215G,215G,2,2697,2728,31,90,10,1,C
215G,215G,2,2740,2796,56,90,10,1,C
215G,215G,2,2940,3000,60,90,10,1,C
215G,215G,15,25,122,97,90,10,1,C
215G,215G,15,131,181,50,90,10,1,C
215G,215G,15,215,235,20,90,10,1,C
215G,215G,15,245,266,21,90,10,1,C
215G,215G,15,271,451,180,90,10,1,C
215G,215G,15,472,556,84,90,10,1,C
215G,215G,15,561,653,92,90,10,1,C
215G,215G,15,658,890,232,90,10,1,C
215G,215G,15,896,1054,158,90,10,1,C
215G,215G,15,1074,1256,182,90,10,1,C
215G,215G,15,1261,1337,76,90,10,1,C
215G,215G,15,1374,1622,248,90,10,1,C
215G,215G,15,1630,1899,269,90,10,1,C
215G,215G,15,1916,1930,14,90,10,1,C
215G,215G,15,1937,2061,124,90,10,1,C
215G,215G,15,2068,2120,52,90,10,1,C
215G,215G,15,2146,2339,193,90,10,1,C
215G,215G,15,2351,2520,169,90,10,1,C
215G,215G,15,2528,2579,51,90,10,1,C
215G,215G,15,2604,2764,160,90,10,1,C
215G,215G,15,2770,2858,88,90,10,1,C
215G,215G,15,2875,2948,73,90,10,1,C
215G,215G,15,2982,3000,18,90,10,1,C
215G,215G,28,5,20,15,90,10,1,C
215G,215G,28,40,125,85,90,10,1,C
215G,215G,28,133,159,26,90,10,1,C
215G,215G,28,165,176,11,90,10,1,C
215G,215G,28,182,206,24,90,10,1,C
215G,215G,28,225,298,73,90,10,1,C
215G,215G,28,360,380,20,90,10,1,C
215G,215G,28,467,541,74,90,10,1,C
215G,215G,28,569,626,57,90,10,1,C
215G,215G,28,644,669,25,90,10,1,C
215G,215G,28,680,720,40,90,10,1,C
215G,215G,28,735,754,19,90,10,1,C
215G,215G,28,869,885,16,90,10,1,C
215G,215G,28,976,1000,24,90,10,1,C
215G,215G,28,1029,1081,52,90,10,1,C
215G,215G,28,1095,1105,10,90,10,1,C
215G,215G,28,1110,1145,35,90,10,1,C
215G,215G,28,1243,1279,36,90,10,1,C
215G,215G,28,1411,1433,22,90,10,1,C
215G,215G,28,1439,1452,13,90,10,1,C
215G,215G,28,1483,1727,244,90,10,1,C
215G,215G,28,1736,1775,39,90,10,1,C
215G,215G,28,1796,1844,48,90,10,1,C
215G,215G,28,1851,2019,168,90,10,1,C
215G,215G,28,2029,2040,11,90,10,1,C
215G,215G,28,2045,2148,103,90,10,1,C
215G,215G,28,2158,2344,186,90,10,1,C
215G,215G,28,2354,2490,136,90,10,1,C
215G,215G,28,2495,2630,135,90,10,1,C
215G,215G,28,2642,2914,272,90,10,1,C
215G,215G,28,2919,3000,81,90,10,1,C
216A,216A,2,0,27,27,90,10,1,C
216A,216A,2,52,62,10,90,10,1,C
216A,216A,2,80,120,40,90,10,1,C
216A,216A,2,209,219,10,90,10,1,C
216A,216A,2,489,501,12,90,10,1,C
216A,216A,2,625,647,22,90,10,1,C
216A,216A,2,655,702,47,90,10,1,C
216A,216A,2,722,733,11,90,10,1,C
216A,216A,2,738,760,22,90,10,1,C
216A,216A,2,770,782,12,90,10,1,C
216A,216A,2,864,891,27,90,10,1,C
216A,216A,2,966,985,19,90,10,1,C
216A,216A,2,1020,1049,29,90,10,1,C
216A,216A,2,1094,1117,23,90,10,1,C
216A,216A,2,1371,1405,34,90,10,1,C
216A,216A,2,1583,1620,37,90,10,1,C
216A,216A,2,1976,1994,18,90,10,1,C
216A,216A,2,2034,2047,13,90,10,1,C
216A,216A,2,2238,2258,20,90,10,1,C
216A,216A,2,2263,2298,35,90,10,1,C
216A,216A,2,2320,2365,45,90,10,1,C
216A,216A,2,2377,2407,30,90,10,1,C
216A,216A,2,2478,2517,39,90,10,1,C
216A,216A,2,2544,2618,74,90,10,1,C
216A,216A,2,2729,2778,49,90,10,1,C
216A,216A,2,2844,2885,41,90,10,1,C
216A,216A,2,2965,3000,35,90,10,1,C
216A,216A,15,20,60,40,90,10,1,C
216A,216A,15,94,109,15,90,10,1,C
216A,216A,15,118,137,19,90,10,1,C
216A,216A,15,158,181,23,90,10,1,C
216A,216A,15,193,255,62,90,10,1,C
216A,216A,15,263,275,12,90,10,1,C
216A,216A,15,323,342,19,90,10,1,C
216A,216A,15,425,447,22,90,10,1,C
216A,216A,15,468,494,26,90,10,1,C
216A,216A,15,503,520,17,90,10,1,C
216A,216A,15,533,589,56,90,10,1,C
216A,216A,15,594,668,74,90,10,1,C
216A,216A,15,685,711,26,90,10,1,C
216A,216A,15,762,790,28,90,10,1,C
216A,216A,15,815,866,51,90,10,1,C
216A,216A,15,872,882,10,90,10,1,C
216A,216A,15,899,918,19,90,10,1,C
216A,216A,15,935,971,36,90,10,1,C
216A,216A,15,981,1016,35,90,10,1,C
216A,216A,15,1175,1192,17,90,10,1,C
216A,216A,15,1690,1718,28,90,10,1,C
216A,216A,15,1725,1748,23,90,10,1,C
216A,216A,15,1768,1805,37,90,10,1,C
216A,216A,15,1833,1874,41,90,10,1,C
216A,216A,15,1910,1995,85,90,10,1,C
216A,216A,15,2126,2144,18,90,10,1,C
216A,216A,15,2171,2181,10,90,10,1,C
216A,216A,15,2199,2225,26,90,10,1,C
216A,216A,15,2691,2717,26,90,10,1,C
216A,216A,15,2726,2742,16,90,10,1,C
216A,216A,15,2759,2776,17,90,10,1,C
216A,216A,15,2790,2809,19,90,10,1,C
216A,216A,15,2828,2860,32,90,10,1,C
216A,216A,28,2,16,14,90,10,1,C
216A,216A,28,57,80,23,90,10,1,C
216A,216A,28,107,154,47,90,10,1,C
216A,216A,28,291,313,22,90,10,1,C
216A,216A,28,356,371,15,90,10,1,C
216A,216A,28,427,451,24,90,10,1,C
216A,216A,28,488,498,10,90,10,1,C
216A,216A,28,503,524,21,90,10,1,C
216A,216A,28,855,873,18,90,10,1,C
216A,216A,28,1490,1540,50,90,10,1,C
216A,216A,28,1615,1646,31,90,10,1,C
216A,216A,28,1707,1741,34,90,10,1,C
216A,216A,28,2133,2151,18,90,10,1,C
216A,216A,28,2171,2191,20,90,10,1,C
216A,216A,28,2197,2233,36,90,10,1,C
216A,216A,28,2303,2326,23,90,10,1,C
216A,216A,28,2337,2394,57,90,10,1,C
216A,216A,28,2415,2446,31,90,10,1,C
216A,216A,28,2458,2481,23,90,10,1,C
216A,216A,28,2521,2582,61,90,10,1,C
216A,216A,28,2730,2756,26,90,10,1,C
216A,216A,28,2761,2778,17,90,10,1,C
216A,216A,28,2783,2795,12,90,10,1,C
216A,216A,28,2898,2921,23,90,10,1,C
216A,216A,28,2926,2944,18,90,10,1,C
216G,216G,2,72,213,141,90,10,1,C
216G,216G,2,234,267,33,90,10,1,C
216G,216G,2,328,350,22,90,10,1,C
216G,216G,2,388,434,46,90,10,1,C
216G,216G,2,452,529,77,90,10,1,C
216G,216G,2,569,688,119,90,10,1,C
216G,216G,2,707,924,217,90,10,1,C
216G,216G,2,933,1140,207,90,10,1,C
216G,216G,2,1145,1160,15,90,10,1,C
216G,216G,2,1177,1247,70,90,10,1,C
216G,216G,2,1255,1285,30,90,10,1,C
216G,216G,2,1300,1328,28,90,10,1,C
216G,216G,2,1336,1425,89,90,10,1,C
216G,216G,2,1432,1450,18,90,10,1,C
216G,216G,2,1456,1481,25,90,10,1,C
216G,216G,2,1498,1530,32,90,10,1,C
216G,216G,2,1550,1585,35,90,10,1,C
216G,216G,2,1592,2081,489,90,10,1,C
216G,216G,2,2094,2198,104,90,10,1,C
216G,216G,2,2218,2269,51,90,10,1,C
216G,216G,2,2305,2355,50,90,10,1,C
216G,216G,2,2367,2407,40,90,10,1,C
216G,216G,2,2442,2527,85,90,10,1,C
216G,216G,2,2569,2581,12,90,10,1,C
216G,216G,2,2612,2713,101,90,10,1,C
216G,216G,2,2725,2797,72,90,10,1,C
216G,216G,2,2805,2913,108,90,10,1,C
216G,216G,2,2934,3000,66,90,10,1,C
216G,216G,15,30,44,14,90,10,1,C
216G,216G,15,55,85,30,90,10,1,C
216G,216G,15,99,119,20,90,10,1,C
216G,216G,15,127,193,66,90,10,1,C
216G,216G,15,244,264,20,90,10,1,C
216G,216G,15,275,324,49,90,10,1,C
216G,216G,15,360,423,63,90,10,1,C
216G,216G,15,435,465,30,90,10,1,C
216G,216G,15,470,624,154,90,10,1,C
216G,216G,15,685,714,29,90,10,1,C
216G,216G,15,749,772,23,90,10,1,C
216G,216G,15,777,948,171,90,10,1,C
216G,216G,15,956,970,14,90,10,1,C
216G,216G,15,1005,1018,13,90,10,1,C
216G,216G,15,1039,1080,41,90,10,1,C
216G,216G,15,1086,1323,237,90,10,1,C
216G,216G,15,1379,1397,18,90,10,1,C
216G,216G,15,1422,1440,18,90,10,1,C
216G,216G,15,1464,1492,28,90,10,1,C
216G,216G,15,1552,1697,145,90,10,1,C
216G,216G,15,1723,2139,416,90,10,1,C
216G,216G,15,2162,2221,59,90,10,1,C
216G,216G,15,2236,2287,51,90,10,1,C
216G,216G,15,2312,2470,158,90,10,1,C
216G,216G,15,2492,2608,116,90,10,1,C
216G,216G,15,2644,2677,33,90,10,1,C
216G,216G,15,2856,2877,21,90,10,1,C
216G,216G,15,2882,2895,13,90,10,1,C
216G,216G,15,2927,2963,36,90,10,1,C
216G,216G,15,2968,2990,22,90,10,1,C
216G,216G,28,22,82,60,90,10,1,C
216G,216G,28,111,222,111,90,10,1,C
216G,216G,28,230,267,37,90,10,1,C
216G,216G,28,288,556,268,90,10,1,C
216G,216G,28,570,615,45,90,10,1,C
216G,216G,28,630,669,39,90,10,1,C
216G,216G,28,681,706,25,90,10,1,C
216G,216G,28,717,742,25,90,10,1,C
216G,216G,28,771,835,64,90,10,1,C
216G,216G,28,888,1001,113,90,10,1,C
216G,216G,28,1016,1060,44,90,10,1,C
216G,216G,28,1075,1225,150,90,10,1,C
216G,216G,28,1270,1709,439,90,10,1,C
216G,216G,28,1717,1998,281,90,10,1,C
216G,216G,28,2014,2054,40,90,10,1,C
216G,216G,28,2081,2177,96,90,10,1,C
216G,216G,28,2192,2287,95,90,10,1,C
216G,216G,28,2293,2452,159,90,10,1,C
216G,216G,28,2510,2541,31,90,10,1,C
216G,216G,28,2560,2595,35,90,10,1,C
216G,216G,28,2624,2656,32,90,10,1,C
216G,216G,28,2688,2773,85,90,10,1,C
216G,216G,28,2784,2877,93,90,10,1,C
216G,216G,28,2919,2965,46,90,10,1,C
216G,216G,28,2975,3000,25,90,10,1,C
217A,217A,2,0,28,28,90,10,1,C
217A,217A,2,42,75,33,90,10,1,C
217A,217A,2,87,158,71,90,10,1,C
217A,217A,2,170,181,11,90,10,1,C
217A,217A,2,212,380,168,90,10,1,C
217A,217A,2,387,470,83,90,10,1,C
217A,217A,2,500,658,158,90,10,1,C
217A,217A,2,670,711,41,90,10,1,C
217A,217A,2,775,875,100,90,10,1,C
217A,217A,2,901,919,18,90,10,1,C
217A,217A,2,933,974,41,90,10,1,C
217A,217A,2,982,1006,24,90,10,1,C
217A,217A,2,1064,1100,36,90,10,1,C
217A,217A,2,1126,1146,20,90,10,1,C
217A,217A,2,1157,1196,39,90,10,1,C
217A,217A,2,1209,1263,54,90,10,1,C
217A,217A,2,1299,1392,93,90,10,1,C
217A,217A,2,1409,1486,77,90,10,1,C
217A,217A,2,1492,1515,23,90,10,1,C
217A,217A,2,1533,1566,33,90,10,1,C
217A,217A,2,1583,1621,38,90,10,1,C
217A,217A,2,1694,1786,92,90,10,1,C
217A,217A,2,1812,1916,104,90,10,1,C
217A,217A,2,1941,1983,42,90,10,1,C
217A,217A,2,2024,2074,50,90,10,1,C
217A,217A,2,2130,2247,117,90,10,1,C
217A,217A,2,2285,2312,27,90,10,1,C
217A,217A,2,2346,2391,45,90,10,1,C
217A,217A,2,2400,2433,33,90,10,1,C
217A,217A,2,2467,2478,11,90,10,1,C
217A,217A,2,2538,2552,14,90,10,1,C
217A,217A,2,2564,2646,82,90,10,1,C
217A,217A,2,2653,2740,87,90,10,1,C
217A,217A,2,2752,2776,24,90,10,1,C
217A,217A,2,2790,2803,13,90,10,1,C
217A,217A,2,2843,2859,16,90,10,1,C
217A,217A,2,2895,2954,59,90,10,1,C
217A,217A,2,2976,3000,24,90,10,1,C
217A,217A,15,3,21,18,90,10,1,C
217A,217A,15,40,153,113,90,10,1,C
217A,217A,15,171,220,49,90,10,1,C
217A,217A,15,234,324,90,90,10,1,C
217A,217A,15,361,393,32,90,10,1,C
217A,217A,15,402,548,146,90,10,1,C
217A,217A,15,563,586,23,90,10,1,C
217A,217A,15,591,614,23,90,10,1,C
217A,217A,15,651,718,67,90,10,1,C
217A,217A,15,738,778,40,90,10,1,C
217A,217A,15,793,876,83,90,10,1,C
217A,217A,15,909,932,23,90,10,1,C
217A,217A,15,963,1024,61,90,10,1,C
217A,217A,15,1050,1235,185,90,10,1,C
217A,217A,15,1289,1372,83,90,10,1,C
217A,217A,15,1477,1521,44,90,10,1,C
217A,217A,15,1581,1621,40,90,10,1,C
217A,217A,15,1642,1655,13,90,10,1,C
217A,217A,15,1683,1858,175,90,10,1,C
217A,217A,15,2441,2636,195,90,10,1,C
217A,217A,15,2645,2773,128,90,10,1,C
217A,217A,15,2791,2847,56,90,10,1,C
217A,217A,15,2859,2945,86,90,10,1,C
217A,217A,15,2977,3000,23,90,10,1,C
217A,217A,28,0,15,15,90,10,1,C
217A,217A,28,24,40,16,90,10,1,C
217A,217A,28,55,125,70,90,10,1,C
217A,217A,28,140,245,105,90,10,1,C
217A,217A,28,309,429,120,90,10,1,C
217A,217A,28,444,494,50,90,10,1,C
217A,217A,28,518,566,48,90,10,1,C
217A,217A,28,584,676,92,90,10,1,C
217A,217A,28,795,859,64,90,10,1,C
217A,217A,28,871,929,58,90,10,1,C
217A,217A,28,941,1048,107,90,10,1,C
217A,217A,28,1194,1207,13,90,10,1,C
217A,217A,28,1267,1295,28,90,10,1,C
217A,217A,28,1314,1346,32,90,10,1,C
217A,217A,28,1368,1394,26,90,10,1,C
217A,217A,28,1429,1475,46,90,10,1,C
217A,217A,28,1491,1527,36,90,10,1,C
217A,217A,28,1562,1584,22,90,10,1,C
217A,217A,28,1597,1628,31,90,10,1,C
217A,217A,28,1684,1744,60,90,10,1,C
217A,217A,28,1915,1952,37,90,10,1,C
217A,217A,28,2009,2028,19,90,10,1,C
217A,217A,28,2035,2059,24,90,10,1,C
217A,217A,28,2111,2180,69,90,10,1,C
217A,217A,28,2208,2222,14,90,10,1,C
217A,217A,28,2297,2334,37,90,10,1,C
217A,217A,28,2357,2367,10,90,10,1,C
217A,217A,28,2391,2410,19,90,10,1,C
217A,217A,28,2421,2475,54,90,10,1,C
217A,217A,28,2486,2532,46,90,10,1,C
217A,217A,28,2564,2622,58,90,10,1,C
217A,217A,28,2676,2792,116,90,10,1,C
217A,217A,28,2816,2830,14,90,10,1,C
217A,217A,28,2836,2922,86,90,10,1,C
217A,217A,28,2933,2971,38,90,10,1,C
217A,217A,28,2980,2991,11,90,10,1,C
217G,217G,2,0,63,63,90,10,1,C
217G,217G,2,103,144,41,90,10,1,C
217G,217G,2,192,209,17,90,10,1,C
217G,217G,2,214,261,47,90,10,1,C
217G,217G,2,281,354,73,90,10,1,C
217G,217G,2,376,413,37,90,10,1,C
217G,217G,2,495,537,42,90,10,1,C
217G,217G,2,600,628,28,90,10,1,C
217G,217G,2,656,674,18,90,10,1,C
217G,217G,2,692,751,59,90,10,1,C
217G,217G,2,772,818,46,90,10,1,C
217G,217G,2,855,866,11,90,10,1,C
217G,217G,2,872,899,27,90,10,1,C
217G,217G,2,937,1028,91,90,10,1,C
217G,217G,2,1051,1083,32,90,10,1,C
217G,217G,2,1088,1126,38,90,10,1,C
217G,217G,2,1177,1198,21,90,10,1,C
217G,217G,2,1211,1245,34,90,10,1,C
217G,217G,2,1267,1438,171,90,10,1,C
217G,217G,2,1446,1481,35,90,10,1,C
217G,217G,2,1521,1560,39,90,10,1,C
217G,217G,2,1644,1711,67,90,10,1,C
217G,217G,2,1730,1765,35,90,10,1,C
217G,217G,2,1789,1802,13,90,10,1,C
217G,217G,2,1883,1904,21,90,10,1,C
217G,217G,2,1995,2020,25,90,10,1,C
217G,217G,2,2057,2108,51,90,10,1,C
217G,217G,2,2139,2294,155,90,10,1,C
217G,217G,2,2334,2498,164,90,10,1,C
217G,217G,2,2546,2605,59,90,10,1,C
217G,217G,2,2677,2751,74,90,10,1,C
217G,217G,2,2810,2948,138,90,10,1,C
217G,217G,2,2975,3000,25,90,10,1,C
217G,217G,15,11,47,36,90,10,1,C
217G,217G,15,80,97,17,90,10,1,C
217G,217G,15,134,155,21,90,10,1,C
217G,217G,15,202,252,50,90,10,1,C
217G,217G,15,317,356,39,90,10,1,C
217G,217G,15,391,492,101,90,10,1,C
217G,217G,15,529,548,19,90,10,1,C
217G,217G,15,592,641,49,90,10,1,C
217G,217G,15,662,770,108,90,10,1,C
217G,217G,15,809,824,15,90,10,1,C
217G,217G,15,959,983,24,90,10,1,C
217G,217G,15,989,1034,45,90,10,1,C
217G,217G,15,1057,1068,11,90,10,1,C
217G,217G,15,1148,1176,28,90,10,1,C
217G,217G,15,1237,1315,78,90,10,1,C
217G,217G,15,1329,1425,96,90,10,1,C
217G,217G,15,1432,1502,70,90,10,1,C
217G,217G,15,1510,1653,143,90,10,1,C
217G,217G,15,1671,1729,58,90,10,1,C
217G,217G,15,1780,1890,110,90,10,1,C
217G,217G,15,1910,1947,37,90,10,1,C
217G,217G,15,1995,2049,54,90,10,1,C
217G,217G,15,2064,2087,23,90,10,1,C
217G,217G,15,2124,2255,131,90,10,1,C
217G,217G,15,2275,2345,70,90,10,1,C
217G,217G,15,2357,2386,29,90,10,1,C
217G,217G,15,2408,2466,58,90,10,1,C
217G,217G,15,2510,2523,13,90,10,1,C
217G,217G,15,2530,2540,10,90,10,1,C
217G,217G,15,2615,2638,23,90,10,1,C
217G,217G,15,2824,2856,32,90,10,1,C
217G,217G,15,2887,2911,24,90,10,1,C
217G,217G,28,43,80,37,90,10,1,C
217G,217G,28,106,122,16,90,10,1,C
217G,217G,28,165,209,44,90,10,1,C
217G,217G,28,218,266,48,90,10,1,C
217G,217G,28,297,345,48,90,10,1,C
217G,217G,28,382,433,51,90,10,1,C
217G,217G,28,481,533,52,90,10,1,C
217G,217G,28,610,626,16,90,10,1,C
217G,217G,28,685,728,43,90,10,1,C
217G,217G,28,735,760,25,90,10,1,C
217G,217G,28,781,885,104,90,10,1,C
217G,217G,28,907,1101,194,90,10,1,C
217G,217G,28,1113,1134,21,90,10,1,C
217G,217G,28,1164,1199,35,90,10,1,C
217G,217G,28,1210,1241,31,90,10,1,C
217G,217G,28,1260,1300,40,90,10,1,C
217G,217G,28,1332,1350,18,90,10,1,C
217G,217G,28,1335,1400,65,90,10,1,C
217G,217G,28,1420,1444,24,90,10,1,C
217G,217G,28,1494,1523,29,90,10,1,C
217G,217G,28,1528,1587,59,90,10,1,C
217G,217G,28,1605,1693,88,90,10,1,C
217G,217G,28,1702,1774,72,90,10,1,C
217G,217G,28,1788,1805,17,90,10,1,C
217G,217G,28,1824,1960,136,90,10,1,C
217G,217G,28,1967,2001,34,90,10,1,C
217G,217G,28,2007,2070,63,90,10,1,C
217G,217G,28,2180,2196,16,90,10,1,C
